1    :  AukMa830            , 单日浮动：136.75
119  :  sunyuheng666        , 单日浮动： 19.46
120  :  Pause_bravo         , 单日浮动： 19.35
121  :  _9GZIB              , 单日浮动： 19.28
122  :  GrayWitchElaina     , 单日浮动： 19.17
123  :  shihula             , 单日浮动： 19.13
124  :  AAAAAAKaii-         , 单日浮动： 19.09
125  :  daring0701          , 单日浮动： 19.02
126  :  HKwarrior           , 单日浮动： 18.74
127  :  liuweiyilalala      , 单日浮动： 18.74
128  :  SnoopppDogg         , 单日浮动： 18.57
129  :  asadun9             , 单日浮动： 18.33
130  :  NIDERONGRONGYAS     , 单日浮动： 18.06
131  :  zhenbianenan1       , 单日浮动： 18.00
132  :  xumuting6024        , 单日浮动： 17.81
133  :  lqiqi0203           , 单日浮动： 17.70
134  :  Zonguan             , 单日浮动： 17.66
135  :  BulletSurgery       , 单日浮动： 17.58
136  :  FiveMusketee1s      , 单日浮动： 17.57
137  :  Kocosss             , 单日浮动： 17.29
138  :  santiago001270      , 单日浮动： 17.14
139  :  ZmxuanDyh           , 单日浮动： 17.00
140  :  xXoak1_Xx           , 单日浮动： 17.00
141  :  WanNAnXi            , 单日浮动： 16.95
142  :  liujiawei2003429    , 单日浮动： 16.90
143  :  EX-SABER-ALTORIA    , 单日浮动： 16.89
144  :  LGNOP               , 单日浮动： 16.77
145  :  shanben10086        , 单日浮动： 16.64
146  :  GXXKzy              , 单日浮动： 16.60
147  :  NoahVonleh          , 单日浮动： 16.51
148  :  N0bodycarels        , 单日浮动： 16.34
149  :  Nealfun             , 单日浮动： 16.13
150  :  GetAway_ovo         , 单日浮动： 16.02
151  :  151455              , 单日浮动： 15.91
152  :  wogurdl14           , 单日浮动： 15.91
153  :  3632rf              , 单日浮动： 15.90
154  :  Ponaritan9          , 单日浮动： 15.90
155  :  Nancy9928           , 单日浮动： 15.85
156  :  HK21912821          , 单日浮动： 15.85
157  :  NaKeLuLui           , 单日浮动： 15.66
158  :  yanziji             , 单日浮动： 15.66
159  :  Tro1kas             , 单日浮动： 15.64
160  :  Muk_Nero            , 单日浮动： 15.61
161  :  ACGNmiku            , 单日浮动： 15.57
162  :  beyond1980322       , 单日浮动： 15.51
163  :  TheBaiLing          , 单日浮动： 15.50
164  :  kdf54               , 单日浮动： 15.44
165  :  X_xUnnn0            , 单日浮动： 15.42
166  :  stinastenkat        , 单日浮动： 15.31
167  :  yaojiu123           , 单日浮动： 15.24
168  :  OmanAu777           , 单日浮动： 15.11
169  :  dontwatergod        , 单日浮动： 14.98
170  :  lqr50460            , 单日浮动： 14.95
171  :  Whatever_QWQ        , 单日浮动： 14.82
172  :  weerapat777888      , 单日浮动： 14.71
173  :  By-Lumine           , 单日浮动： 14.68
174  :  Sakurairinai        , 单日浮动： 14.62
175  :  OP_Killer_Cold      , 单日浮动： 14.50
176  :  Levioxaa            , 单日浮动： 14.28
177  :  SuperGGB0y          , 单日浮动： 14.20
178  :  yshdapao            , 单日浮动： 14.20
179  :  wcnmcb111           , 单日浮动： 14.09
180  :  WANGZHAF66          , 单日浮动： 14.04
181  :  tearlikerive        , 单日浮动： 14.04
182  :  6686rr              , 单日浮动： 13.90
183  :  SuHuQi              , 单日浮动： 13.67
184  :  uisnotgood          , 单日浮动： 13.56
185  :  LingFeng57          , 单日浮动： 13.55
186  :  bllliiii            , 单日浮动： 13.53
187  :  xieyeqiu            , 单日浮动： 13.50
188  :  feidaoZz            , 单日浮动： 13.38
189  :  lsq0625             , 单日浮动： 13.28
190  :  Jasephs             , 单日浮动： 13.27
191  :  qqyxtx              , 单日浮动： 13.13
192  :  tjscs9704           , 单日浮动： 13.07
193  :  TouFu_YUI           , 单日浮动： 12.97
194  :  wanzi521yang        , 单日浮动： 12.87
195  :  ljmnb6b             , 单日浮动： 12.73
196  :  xinghaikuangnu      , 单日浮动： 12.64
197  :  deyizhi2            , 单日浮动： 12.64
198  :  yren5842            , 单日浮动： 12.41
199  :  BXNWYRO             , 单日浮动： 12.34
200  :  yumaotao            , 单日浮动： 12.29
201  :  Marian-sia00        , 单日浮动： 12.19
202  :  tyjdnb              , 单日浮动： 12.13
203  :  mzq201              , 单日浮动： 12.12
204  :  fpc321123           , 单日浮动： 12.02
205  :  momokaiNB           , 单日浮动： 11.97
206  :  Pragahalo           , 单日浮动： 11.95
207  :  weixiao54188        , 单日浮动： 11.94
208  :  giaogiao---js       , 单日浮动： 11.94
209  :  AlanLX              , 单日浮动： 11.82
210  :  shiyiax             , 单日浮动： 11.73
211  :  Wlandsautpic        , 单日浮动： 11.70
212  :  killer12395589      , 单日浮动： 11.65
213  :  aolishanna          , 单日浮动： 11.62
214  :  3680f4f106be37ce    , 单日浮动： 11.62
215  :  farkyoume6          , 单日浮动： 11.58
216  :  OYOpro              , 单日浮动： 11.52
217  :  comctock            , 单日浮动： 11.50
218  :  NBRS11              , 单日浮动： 11.49
219  :  1197400442          , 单日浮动： 11.48
220  :  adsd33f             , 单日浮动： 11.43
221  :  HAZIQ32141          , 单日浮动： 11.39
222  :  TricolourViola      , 单日浮动： 11.36
223  :  OooraNGIN           , 单日浮动： 11.35
224  :  xuebaoban           , 单日浮动： 11.31
225  :  Guoy-1              , 单日浮动： 11.22
226  :  ASAKI250ZZ          , 单日浮动： 11.18
227  :  asjfi_FLY           , 单日浮动： 11.15
228  :  mumu1234q           , 单日浮动： 11.12
229  :  2055010             , 单日浮动： 11.10
230  :  zk-m1928a1          , 单日浮动： 11.09
231  :  dengex              , 单日浮动： 11.08
232  :  xhyxhy4646          , 单日浮动： 11.07
233  :  yeyuezqy1           , 单日浮动： 11.00
234  :  chinawrlgljm        , 单日浮动： 10.96
235  :  TinoPolaris         , 单日浮动： 10.95
236  :  lhjsama             , 单日浮动： 10.88
237  :  xixue423            , 单日浮动： 10.86
238  :  KOREAshou           , 单日浮动： 10.78
239  :  qianshu522          , 单日浮动： 10.78
240  :  ChinaCZ20040612     , 单日浮动： 10.76
241  :  SHIGUI12            , 单日浮动： 10.75
242  :  Mr_jie35            , 单日浮动： 10.75
243  :  Stars_Slayer_V      , 单日浮动： 10.65
244  :  aikun667            , 单日浮动： 10.58
245  :  yshhzwmdhb          , 单日浮动： 10.48
246  :  23614715            , 单日浮动： 10.43
247  :  wsnbhh8             , 单日浮动： 10.37
248  :  flhomles            , 单日浮动： 10.37
249  :  CSHYYDSSS           , 单日浮动： 10.37
250  :  Dreammany           , 单日浮动： 10.30
251  :  Ash081210           , 单日浮动： 10.27
252  :  009-dream           , 单日浮动： 10.27
253  :  xixijiang23         , 单日浮动： 10.25
254  :  LOVEMZZ020315       , 单日浮动： 10.23
255  :  HWLxiaoyao          , 单日浮动： 10.23
256  :  Gsw2003             , 单日浮动： 10.22
257  :  SCOMGANG            , 单日浮动： 10.14
258  :  songjinfeng         , 单日浮动： 10.08
259  :  dbhndt              , 单日浮动： 10.06
260  :  xiujiangnan         , 单日浮动：  9.98
261  :  Ghostoldsix         , 单日浮动：  9.92
262  :  gaqpzvh8pso0        , 单日浮动：  9.90
263  :  hj1433223           , 单日浮动：  9.88
264  :  TnoGb               , 单日浮动：  9.71
265  :  LFlzf               , 单日浮动：  9.68
266  :  xczzc2              , 单日浮动：  9.68
267  :  2021046496          , 单日浮动：  9.64
268  :  sduijahfjkjk687     , 单日浮动：  9.60
269  :  SgtViktorReznov     , 单日浮动：  9.58
270  :  swswswsfc           , 单日浮动：  9.56
271  :  gouce6              , 单日浮动：  9.45
272  :  Yuwenki             , 单日浮动：  9.45
273  :  qixi2077            , 单日浮动：  9.42
274  :  artmis1328          , 单日浮动：  9.38
275  :  Alpycc              , 单日浮动：  9.36
276  :  liangbin21055       , 单日浮动：  9.33
277  :  FIRSTTEETH          , 单日浮动：  9.31
278  :  -DesMoineZ_-        , 单日浮动：  9.30
279  :  kang741             , 单日浮动：  9.23
280  :  shiroyashawwwwww    , 单日浮动：  9.20
281  :  SFsfrhtyj           , 单日浮动：  9.17
282  :  dolagokingzry       , 单日浮动：  9.16
283  :  sghjur55            , 单日浮动：  9.15
284  :  7ocos               , 单日浮动：  9.14
285  :  HGFHJHBJH           , 单日浮动：  9.13
286  :  Destiny204          , 单日浮动：  9.13
287  :  Satojomov           , 单日浮动：  9.08
288  :  623866376           , 单日浮动：  9.02
289  :  zqynb155279         , 单日浮动：  8.98
290  :  xiyouhehua9         , 单日浮动：  8.96
291  :  Luccas0919199       , 单日浮动：  8.93
292  :  naninonune          , 单日浮动：  8.85
293  :  XZZV2               , 单日浮动：  8.83
294  :  nickdayf            , 单日浮动：  8.81
295  :  wujian48711         , 单日浮动：  8.81
296  :  GMYkan              , 单日浮动：  8.79
297  :  mozhesuixing        , 单日浮动：  8.65
298  :  WoCaoNiMaWDNMD      , 单日浮动：  8.64
299  :  wohaijide           , 单日浮动：  8.62
300  :  hicallRE            , 单日浮动：  8.62
301  :  Hathyway            , 单日浮动：  8.60
302  :  xyjwudi6            , 单日浮动：  8.57
303  :  hrtvby              , 单日浮动：  8.55
304  :  chengmouyi          , 单日浮动：  8.54
305  :  EKorg               , 单日浮动：  8.54
306  :  hxlhaihai           , 单日浮动：  8.54
307  :  1914817             , 单日浮动：  8.51
308  :  qi521391            , 单日浮动：  8.44
309  :  QiuAnn              , 单日浮动：  8.43
310  :  912881780           , 单日浮动：  8.42
311  :  jiazhutaoo          , 单日浮动：  8.40
312  :  1314iku             , 单日浮动：  8.34
313  :  xbbboy              , 单日浮动：  8.33
314  :  Przff               , 单日浮动：  8.29
315  :  xiufuzi             , 单日浮动：  8.21
316  :  43021788ASDasd      , 单日浮动：  8.16
317  :  sibatakaito         , 单日浮动：  8.15
318  :  Linszy              , 单日浮动：  8.14
319  :  Kamote21            , 单日浮动：  8.06
320  :  zctiaven            , 单日浮动：  8.01
321  :  chen6704            , 单日浮动：  7.97
322  :  smallpotato1996     , 单日浮动：  7.95
323  :  Nawazzzzzzzz        , 单日浮动：  7.94
324  :  updateused          , 单日浮动：  7.93
325  :  Murry_Sergio        , 单日浮动：  7.89
326  :  02120012            , 单日浮动：  7.85
327  :  MOROS0236           , 单日浮动：  7.81
328  :  Lucifer-taker       , 单日浮动：  7.81
329  :  3269973833yj        , 单日浮动：  7.78
330  :  EDMINGLI            , 单日浮动：  7.78
331  :  C1ausewitz          , 单日浮动：  7.72
332  :  poilan84            , 单日浮动：  7.72
333  :  1933204428          , 单日浮动：  7.70
334  :  vj2mw               , 单日浮动：  7.67
335  :  FvckmeBrother       , 单日浮动：  7.66
336  :  474044907           , 单日浮动：  7.64
337  :  dhawisud            , 单日浮动：  7.63
338  :  john14322           , 单日浮动：  7.63
339  :  CN_AutumnWind       , 单日浮动：  7.57
340  :  G-tak99             , 单日浮动：  7.56
341  :  paji6666            , 单日浮动：  7.49
342  :  JBSL2022            , 单日浮动：  7.47
343  :  203190308sadsad     , 单日浮动：  7.46
344  :  sjbsnf              , 单日浮动：  7.45
345  :  gtshangshan1        , 单日浮动：  7.44
346  :  Rkdasnvb            , 单日浮动：  7.44
347  :  ssggaaq             , 单日浮动：  7.43
348  :  AORIGELE888         , 单日浮动：  7.39
349  :  AITEBIOS            , 单日浮动：  7.37
350  :  782004xu            , 单日浮动：  7.37
351  :  Balron123           , 单日浮动：  7.35
352  :  zhangxuran233       , 单日浮动：  7.35
353  :  yuban9984           , 单日浮动：  7.35
354  :  GwCao               , 单日浮动：  7.33
355  :  ashnxe              , 单日浮动：  7.32
356  :  baisgr5             , 单日浮动：  7.30
357  :  tongwen233          , 单日浮动：  7.23
358  :  hkbomberman         , 单日浮动：  7.21
359  :  chenxi82056         , 单日浮动：  7.20
360  :  Ko7yoshI            , 单日浮动：  7.18
361  :  25RY                , 单日浮动：  7.14
362  :  JasonFPP            , 单日浮动：  7.10
363  :  ninagebei           , 单日浮动：  7.07
364  :  Rsh3                , 单日浮动：  7.04
365  :  nick111zzz          , 单日浮动：  7.03
366  :  sanomiamii          , 单日浮动：  7.02
367  :  zuelareina          , 单日浮动：  7.01
368  :  AceMcWaffles        , 单日浮动：  7.01
369  :  Sallyport-Y         , 单日浮动：  7.00
370  :  cuidiancui          , 单日浮动：  7.00
371  :  zzk159159           , 单日浮动：  6.98
372  :  gl8z738jptwv        , 单日浮动：  6.96
373  :  YingLuoXinJian      , 单日浮动：  6.94
374  :  KRM262L             , 单日浮动：  6.94
375  :  PierroJester        , 单日浮动：  6.94
376  :  1187823189          , 单日浮动：  6.89
377  :  Minimarszpw         , 单日浮动：  6.88
378  :  canguanyugang       , 单日浮动：  6.88
379  :  1gn15t2kr97a        , 单日浮动：  6.84
380  :  anaruki             , 单日浮动：  6.82
381  :  Marvelouszika       , 单日浮动：  6.82
382  :  Zrz196326648        , 单日浮动：  6.76
383  :  zh6129              , 单日浮动：  6.73
384  :  chaoyehfhf          , 单日浮动：  6.68
385  :  nicideshang         , 单日浮动：  6.66
386  :  Kurohiko91          , 单日浮动：  6.65
387  :  why_Shallow         , 单日浮动：  6.65
388  :  jvvhbhbhb           , 单日浮动：  6.64
389  :  memoria-1XUDFJJ     , 单日浮动：  6.61
390  :  xd-ZSDD             , 单日浮动：  6.60
391  :  mijianmeisnv        , 单日浮动：  6.57
392  :  wmxsxcp             , 单日浮动：  6.55
393  :  2712417776          , 单日浮动：  6.53
394  :  4KeyNooB            , 单日浮动：  6.52
395  :  3310221995081809    , 单日浮动：  6.52
396  :  mqandnyy            , 单日浮动：  6.52
397  :  Rickobot            , 单日浮动：  6.48
398  :  mihudd              , 单日浮动：  6.47
399  :  sahdgu              , 单日浮动：  6.43
400  :  NIUCHICAO           , 单日浮动：  6.42
401  :  Gently666           , 单日浮动：  6.39
402  :  YANGWAILI           , 单日浮动：  6.39
403  :  hzm7456             , 单日浮动：  6.38
404  :  jijiwei11           , 单日浮动：  6.37
405  :  Vainglory007        , 单日浮动：  6.33
406  :  qw123e4             , 单日浮动：  6.33
407  :  Mr-sun806           , 单日浮动：  6.29
408  :  Hameeeeeeeeeeeee    , 单日浮动：  6.28
409  :  sls8856             , 单日浮动：  6.26
410  :  xsdada              , 单日浮动：  6.25
411  :  adamqinyang         , 单日浮动：  6.24
412  :  hbhbjhjh            , 单日浮动：  6.23
413  :  NGC2379             , 单日浮动：  6.22
414  :  seueff              , 单日浮动：  6.21
415  :  yougiaometoo        , 单日浮动：  6.15
416  :  190534380ZH-ZH      , 单日浮动：  6.13
417  :  lvxianling          , 单日浮动：  6.13
418  :  dafashabi           , 单日浮动：  6.13
419  :  fsdfstrh            , 单日浮动：  6.12
420  :  qazxclkx            , 单日浮动：  6.11
421  :  DeflecKing          , 单日浮动：  6.10
422  :  haimeixianghaoya    , 单日浮动：  6.06
423  :  yusisa              , 单日浮动：  6.02
424  :  xiaoxidebaobei      , 单日浮动：  6.02
425  :  siaddss             , 单日浮动：  6.01
426  :  xiandiancai8        , 单日浮动：  5.99
427  :  mhfjri              , 单日浮动：  5.98
428  :  Algscat             , 单日浮动：  5.97
429  :  z6b6hdhjr           , 单日浮动：  5.96
430  :  0716hhx             , 单日浮动：  5.96
431  :  asweety             , 单日浮动：  5.96
432  :  eblimp              , 单日浮动：  5.95
433  :  wangdahe_486        , 单日浮动：  5.95
434  :  chenyussds          , 单日浮动：  5.92
435  :  Whitetothefox       , 单日浮动：  5.86
436  :  shejsje             , 单日浮动：  5.83
437  :  3500X               , 单日浮动：  5.83
438  :  lkk666333           , 单日浮动：  5.79
439  :  Sjycw               , 单日浮动：  5.77
440  :  FangFeiJing         , 单日浮动：  5.77
441  :  zwbaysq             , 单日浮动：  5.74
442  :  liuricheng6         , 单日浮动：  5.74
443  :  tangyuan190517      , 单日浮动：  5.71
444  :  juan696646          , 单日浮动：  5.67
445  :  X1H2F3              , 单日浮动：  5.65
446  :  exicQWE             , 单日浮动：  5.62
447  :  Shuai_B_otto        , 单日浮动：  5.57
448  :  888aaaa             , 单日浮动：  5.55
449  :  biechi              , 单日浮动：  5.55
450  :  HIGSS1212           , 单日浮动：  5.53
451  :  23w245              , 单日浮动：  5.53
452  :  zz821010            , 单日浮动：  5.52
453  :  xian686             , 单日浮动：  5.48
454  :  M1918Browning       , 单日浮动：  5.46
455  :  keleita_1987        , 单日浮动：  5.45
456  :  XU_corleone         , 单日浮动：  5.44
457  :  chengst7            , 单日浮动：  5.44
458  :  rxhh312752          , 单日浮动：  5.42
459  :  1inch0127           , 单日浮动：  5.41
460  :  DLSvip              , 单日浮动：  5.41
461  :  tunasasimi55        , 单日浮动：  5.39
462  :  5sLOser             , 单日浮动：  5.37
463  :  NanoCola-Enjoy      , 单日浮动：  5.35
464  :  tYYDSj              , 单日浮动：  5.30
465  :  Vanguard1946        , 单日浮动：  5.29
466  :  AWSDFGHJKLawsdf     , 单日浮动：  5.26
467  :  aibae30             , 单日浮动：  5.25
468  :  yyudtyftx           , 单日浮动：  5.20
469  :  61sr1               , 单日浮动：  5.20
470  :  Drown1nLoss         , 单日浮动：  5.19
471  :  ZZJsteven           , 单日浮动：  5.18
472  :  3196355497          , 单日浮动：  5.17
473  :  HanjiX2             , 单日浮动：  5.16
474  :  kytoon_1213         , 单日浮动：  5.14
475  :  451867              , 单日浮动：  5.14
476  :  WeakWind233         , 单日浮动：  5.14
477  :  shiyihan666         , 单日浮动：  5.13
478  :  YGTTG               , 单日浮动：  5.12
479  :  kongjun23           , 单日浮动：  5.10
480  :  skywareagle         , 单日浮动：  5.10
481  :  kndhir              , 单日浮动：  5.09
482  :  wowanyuanshen123    , 单日浮动：  5.07
483  :  wucoolll            , 单日浮动：  5.05
484  :  5201314HJY          , 单日浮动：  5.03
485  :  fclxq               , 单日浮动：  5.03
486  :  wencm6              , 单日浮动：  5.00
487  :  Tha3y0Fce           , 单日浮动：  4.99
488  :  AlphaG71            , 单日浮动：  4.97
489  :  zswxzJJJ            , 单日浮动：  4.97
490  :  Kirby_Jueju         , 单日浮动：  4.96
491  :  allson017           , 单日浮动：  4.95
492  :  SQ4588A             , 单日浮动：  4.92
493  :  WhiteIne            , 单日浮动：  4.91
494  :  chwyydsw            , 单日浮动：  4.90
495  :  Saber8642           , 单日浮动：  4.86
496  :  324May              , 单日浮动：  4.84
497  :  DYJYG               , 单日浮动：  4.83
498  :  windoilrefinwOw     , 单日浮动：  4.81
499  :  Nakmanow            , 单日浮动：  4.81
500  :  3252705358          , 单日浮动：  4.81
501  :  yangyuanmao1        , 单日浮动：  4.77
502  :  13iud3qao82t        , 单日浮动：  4.74
503  :  Amo0w0____          , 单日浮动：  4.74
504  :  weidadehehe         , 单日浮动：  4.74
505  :  liux11123           , 单日浮动：  4.73
506  :  cxkVSdz             , 单日浮动：  4.70
507  :  dennisggyy          , 单日浮动：  4.69
508  :  caosama114514       , 单日浮动：  4.69
509  :  asdwwaawd           , 单日浮动：  4.67
510  :  e5-2696v3           , 单日浮动：  4.65
511  :  breezenice1         , 单日浮动：  4.61
512  :  hwxq                , 单日浮动：  4.55
513  :  wcnmds5558          , 单日浮动：  4.55
514  :  ojlqkv90            , 单日浮动：  4.53
515  :  kula77713           , 单日浮动：  4.50
516  :  wojiaozhaoyixue     , 单日浮动：  4.49
517  :  JustPathon          , 单日浮动：  4.49
518  :  9898hh9898          , 单日浮动：  4.48
519  :  qushenmoningzine    , 单日浮动：  4.48
520  :  lucky-yhq           , 单日浮动：  4.48
521  :  SSlavyan19          , 单日浮动：  4.47
522  :  20034165            , 单日浮动：  4.44
523  :  TMDIDE              , 单日浮动：  4.39
524  :  baiye199661         , 单日浮动：  4.37
525  :  jjbinhui            , 单日浮动：  4.34
526  :  YYYTC               , 单日浮动：  4.33
527  :  avfjhv              , 单日浮动：  4.31
528  :  a06142074           , 单日浮动：  4.31
529  :  takku02412          , 单日浮动：  4.29
530  :  AHHHHJITANGLAILE    , 单日浮动：  4.27
531  :  HJSFEF              , 单日浮动：  4.25
532  :  muyun16             , 单日浮动：  4.25
533  :  zhou041219          , 单日浮动：  4.24
534  :  Jason-Schweigesp    , 单日浮动：  4.24
535  :  aapsrs              , 单日浮动：  4.20
536  :  luannanshoufu       , 单日浮动：  4.19
537  :  W1AIKUNKUN          , 单日浮动：  4.16
538  :  xsqhhh              , 单日浮动：  4.14
539  :  248528              , 单日浮动：  4.12
540  :  Ryzeberry           , 单日浮动：  4.10
541  :  010301Zty           , 单日浮动：  4.10
542  :  roywone             , 单日浮动：  4.10
543  :  hogoya              , 单日浮动：  4.08
544  :  GOBINS              , 单日浮动：  4.02
545  :  BoRder_aRt-UnclE    , 单日浮动：  4.00
546  :  polai7              , 单日浮动：  4.00
547  :  shmoonjk1201        , 单日浮动：  3.99
548  :  Lin1919             , 单日浮动：  3.99
549  :  QUANLINCHEN         , 单日浮动：  3.98
550  :  carelwilliams       , 单日浮动：  3.97
551  :  -KHaZix474-         , 单日浮动：  3.96
552  :  fox117ms            , 单日浮动：  3.96
553  :  rjaduftkrwp         , 单日浮动：  3.94
554  :  114yrt514           , 单日浮动：  3.93
555  :  OO_Nemo_OO          , 单日浮动：  3.91
556  :  91LueBigCat         , 单日浮动：  3.91
557  :  Guoba166429         , 单日浮动：  3.88
558  :  MINYAOFEIYAN        , 单日浮动：  3.86
559  :  hubensds            , 单日浮动：  3.84
560  :  ShuTiao1906         , 单日浮动：  3.84
561  :  xxxxqzq             , 单日浮动：  3.82
562  :  whitegx67           , 单日浮动：  3.81
563  :  Privateflag         , 单日浮动：  3.81
564  :  s2686               , 单日浮动：  3.81
565  :  WINDandWHITE        , 单日浮动：  3.80
566  :  orikuro8008         , 单日浮动：  3.80
567  :  xxx_orb             , 单日浮动：  3.79
568  :  Shandian275         , 单日浮动：  3.77
569  :  lixiaoyaoxing       , 单日浮动：  3.77
570  :  MasTei2BleND        , 单日浮动：  3.76
571  :  aX1n_ACG            , 单日浮动：  3.76
572  :  misaski             , 单日浮动：  3.75
573  :  wudihaifanshao      , 单日浮动：  3.69
574  :  0802stanOvO         , 单日浮动：  3.68
