1    :  dingxiong990301     , 单日浮动：195.93
91   :  TheFlreKeeper       , 单日浮动： 32.11
92   :  fusheng123321666    , 单日浮动： 32.10
93   :  YuukiErical         , 单日浮动： 32.03
94   :  Years-of-dreams     , 单日浮动： 31.90
95   :  Xiaoling-Y1Y        , 单日浮动： 31.77
96   :  SKre0               , 单日浮动： 31.13
97   :  NCJAND              , 单日浮动： 30.76
98   :  x1ran               , 单日浮动： 30.55
99   :  Aa18161             , 单日浮动： 30.54
100  :  -KatouMegumi-_o     , 单日浮动： 30.19
101  :  OLDwong114514       , 单日浮动： 29.86
102  :  kumamon2255         , 单日浮动： 29.54
103  :  LKAA0               , 单日浮动： 29.38
104  :  mospt               , 单日浮动： 29.01
105  :  yegff               , 单日浮动： 28.92
106  :  e5-2696v3           , 单日浮动： 28.82
107  :  aaa_gunman          , 单日浮动： 28.81
108  :  RobinXu303          , 单日浮动： 28.80
109  :  Namelessgenerat     , 单日浮动： 27.42
110  :  tiutom2011          , 单日浮动： 27.31
111  :  ffyyytt             , 单日浮动： 27.30
112  :  fatfe               , 单日浮动： 27.16
113  :  ZAIA777             , 单日浮动： 26.82
114  :  hducbedis           , 单日浮动： 26.75
115  :  5usboi              , 单日浮动： 26.51
116  :  WhySoHungryyy       , 单日浮动： 26.43
117  :  sigonglinai         , 单日浮动： 26.27
118  :  ATAMASIYA           , 单日浮动： 26.25
119  :  yaojiu123           , 单日浮动： 26.21
120  :  kpoew               , 单日浮动： 26.08
121  :  Euphonium-Asuka     , 单日浮动： 25.77
122  :  TMDIDE              , 单日浮动： 25.47
123  :  HalfCar             , 单日浮动： 25.42
124  :  hengking1005        , 单日浮动： 25.28
125  :  SaiAsuna            , 单日浮动： 25.25
126  :  Rinchann            , 单日浮动： 25.12
127  :  ClamClam-mirror     , 单日浮动： 24.90
128  :  xiaohetao66         , 单日浮动： 24.82
129  :  2023yyyy            , 单日浮动： 24.45
130  :  cpazxsan            , 单日浮动： 24.03
131  :  Batteary            , 单日浮动： 23.99
132  :  lllll_BOXV_lllll    , 单日浮动： 23.85
133  :  -DesMoineZ_-        , 单日浮动： 23.77
134  :  InfantryNoHors      , 单日浮动： 23.76
135  :  raceking8888        , 单日浮动： 23.64
136  :  peper152            , 单日浮动： 23.56
137  :  NIDEHUKE            , 单日浮动： 23.40
138  :  31RySev7N           , 单日浮动： 23.40
139  :  shihuahuaye         , 单日浮动： 22.97
140  :  -bluebluebluish-    , 单日浮动： 22.91
141  :  wzxanwq             , 单日浮动： 22.50
142  :  EsetKonki           , 单日浮动： 22.49
143  :  Curlotie            , 单日浮动： 22.47
144  :  Annnnng             , 单日浮动： 22.31
145  :  Sennan9809          , 单日浮动： 22.25
146  :  EIysia000           , 单日浮动： 22.06
147  :  YUe-HuH             , 单日浮动： 22.04
148  :  qianxiao1243        , 单日浮动： 21.72
149  :  FAHAXIKU            , 单日浮动： 21.60
150  :  Drown1nLoss         , 单日浮动： 21.54
151  :  nanshaoli           , 单日浮动： 21.36
152  :  mirai5625           , 单日浮动： 21.30
153  :  Bufogargarrizans    , 单日浮动： 21.04
154  :  Lenasen_CN_Khanh    , 单日浮动： 20.83
155  :  qiufengzulu         , 单日浮动： 20.75
156  :  QianLanYo           , 单日浮动： 20.75
157  :  hxlhaihai           , 单日浮动： 20.75
158  :  TheScottee          , 单日浮动： 20.70
159  :  ventus2023          , 单日浮动： 20.38
160  :  3252705358          , 单日浮动： 20.10
161  :  Manlivingalone      , 单日浮动： 20.09
162  :  23614715            , 单日浮动： 20.05
163  :  FiveMusketee1s      , 单日浮动： 19.79
164  :  yyxnjla             , 单日浮动： 19.72
165  :  sheerluckx          , 单日浮动： 19.50
166  :  qinianan            , 单日浮动： 19.49
167  :  NarwhalGUGU         , 单日浮动： 19.47
168  :  dxy20051102         , 单日浮动： 19.39
169  :  WO_TM_CALL_PDX      , 单日浮动： 19.38
170  :  LIyunLong0001       , 单日浮动： 19.36
171  :  ttttttm2            , 单日浮动： 19.27
172  :  bravesteve123       , 单日浮动： 19.25
173  :  D-skyline           , 单日浮动： 19.08
174  :  MoonReplicant       , 单日浮动： 19.07
175  :  MrKenSeven          , 单日浮动： 18.99
176  :  Tattoo_unzerli      , 单日浮动： 18.88
177  :  asdsa112sxcz        , 单日浮动： 18.80
178  :  Playerwhydhbd       , 单日浮动： 18.75
179  :  siodt               , 单日浮动： 18.75
180  :  AlphaSTSk           , 单日浮动： 18.52
181  :  TinoPolaris         , 单日浮动： 18.42
182  :  YANGWAILI           , 单日浮动： 18.42
183  :  _9GZIB              , 单日浮动： 18.23
184  :  DuoXl               , 单日浮动： 18.20
185  :  WERDNAsINN          , 单日浮动： 18.16
186  :  3nbcay4w8hbq        , 单日浮动： 18.12
187  :  mobdomwudi          , 单日浮动： 18.03
188  :  lalala1535          , 单日浮动： 17.94
189  :  Doutanuki_Ryo_VT    , 单日浮动： 17.91
190  :  votcd               , 单日浮动： 17.88
191  :  15964756700         , 单日浮动： 17.88
192  :  --DDsRabb1t         , 单日浮动： 17.84
193  :  dcghaiouweh         , 单日浮动： 17.78
194  :  Xianyu_King_OVO     , 单日浮动： 17.76
195  :  yyds54188y          , 单日浮动： 17.65
196  :  NoMad_M0r3          , 单日浮动： 17.56
197  :  Pyropsychoq         , 单日浮动： 17.54
198  :  wwwwwwwwww524       , 单日浮动： 17.46
199  :  laker6b             , 单日浮动： 17.41
200  :  jojo05504520        , 单日浮动： 17.38
201  :  LSPDstop            , 单日浮动： 17.36
202  :  FPS_illions         , 单日浮动： 17.30
203  :  JIANGSIR606         , 单日浮动： 17.29
204  :  SHUXIETAINXAIZHI    , 单日浮动： 17.24
205  :  qingtian128         , 单日浮动： 17.14
206  :  WJLwjq              , 单日浮动： 17.10
207  :  3202ysm             , 单日浮动： 16.83
208  :  huailyly            , 单日浮动： 16.72
209  :  paopaorou           , 单日浮动： 16.63
210  :  SuperGGB0y          , 单日浮动： 16.60
211  :  132ng               , 单日浮动： 16.52
212  :  ytugg               , 单日浮动： 16.51
213  :  qqzhijian           , 单日浮动： 16.46
214  :  Kurumi5556          , 单日浮动： 16.36
215  :  Givemeaflower       , 单日浮动： 16.24
216  :  Crushyw             , 单日浮动： 16.22
217  :  Speecjless          , 单日浮动： 16.22
218  :  HYere11             , 单日浮动： 16.12
219  :  bigsmokelx          , 单日浮动： 16.03
220  :  123qweasdzse4       , 单日浮动： 16.02
221  :  huangd17            , 单日浮动： 15.99
222  :  Unayama_0918        , 单日浮动： 15.96
223  :  p1oooooooooooooo    , 单日浮动： 15.92
224  :  jscsgz              , 单日浮动： 15.80
225  :  HGHUA123            , 单日浮动： 15.79
226  :  5768ASDFGHJKL       , 单日浮动： 15.70
227  :  GermanThirdRei      , 单日浮动： 15.62
228  :  zzrjjj              , 单日浮动： 15.59
229  :  huxiaojin           , 单日浮动： 15.57
230  :  A1expro             , 单日浮动： 15.57
231  :  CNnjhyj             , 单日浮动： 15.57
232  :  yshhzwmdhb          , 单日浮动： 15.54
233  :  wairitanainai       , 单日浮动： 15.54
234  :  QiuYu956            , 单日浮动： 15.47
235  :  wyfhhdwr            , 单日浮动： 15.36
236  :  Lonelykiller920     , 单日浮动： 15.31
237  :  97806652            , 单日浮动： 15.28
238  :  BoRder_aRt-UnclE    , 单日浮动： 15.27
239  :  12781577            , 单日浮动： 15.11
240  :  jijiwei11           , 单日浮动： 15.01
241  :  2479274174          , 单日浮动： 15.00
242  :  cunkuan17kuai       , 单日浮动： 14.97
243  :  Ceytd               , 单日浮动： 14.82
244  :  1stps               , 单日浮动： 14.61
245  :  killer12395589      , 单日浮动： 14.55
246  :  IOvOI-Xia           , 单日浮动： 14.54
247  :  Nostaigla           , 单日浮动： 14.53
248  :  Ko7yoshI            , 单日浮动： 14.52
249  :  zym977              , 单日浮动： 14.38
250  :  xiaciyiding2333     , 单日浮动： 14.36
251  :  zk-m1928a1          , 单日浮动： 14.36
252  :  won68712            , 单日浮动： 14.31
253  :  905413963           , 单日浮动： 14.28
254  :  xiaojinhong         , 单日浮动： 14.23
255  :  shjcdfg             , 单日浮动： 14.21
256  :  720FRZK383LOVE      , 单日浮动： 14.17
257  :  q23dw               , 单日浮动： 14.07
258  :  thekingofqte1213    , 单日浮动： 14.00
259  :  jingyuren           , 单日浮动： 13.94
260  :  A-LiuChengTui       , 单日浮动： 13.90
261  :  coffee0409          , 单日浮动： 13.85
262  :  Greenp1ayer         , 单日浮动： 13.79
263  :  Vmeabout50          , 单日浮动： 13.75
264  :  tscmt               , 单日浮动： 13.70
265  :  Mashnium            , 单日浮动： 13.68
266  :  AC-jzjSTI           , 单日浮动： 13.64
267  :  zhang20081031       , 单日浮动： 13.56
268  :  vatsjag99           , 单日浮动： 13.54
269  :  HeartLoveee         , 单日浮动： 13.51
270  :  wzydashuaibi666     , 单日浮动： 13.50
271  :  cainiaopingxin      , 单日浮动： 13.41
272  :  NaKeLuLui           , 单日浮动： 13.24
273  :  WEIWEIYES           , 单日浮动： 13.20
274  :  qirian              , 单日浮动： 13.14
275  :  QAQ0604             , 单日浮动： 13.09
276  :  woshiniubab         , 单日浮动： 13.05
277  :  rrmoonlight         , 单日浮动： 13.02
278  :  1122awe             , 单日浮动： 12.95
279  :  Crecter             , 单日浮动： 12.91
280  :  OP2333333           , 单日浮动： 12.88
281  :  zhenbianenan1       , 单日浮动： 12.80
282  :  AlexniFAFA          , 单日浮动： 12.64
283  :  God-YDJ             , 单日浮动： 12.63
284  :  4everTAT            , 单日浮动： 12.63
285  :  6rstge9s1zgv        , 单日浮动： 12.53
286  :  nzk0079             , 单日浮动： 12.47
287  :  AlenMeedly          , 单日浮动： 12.47
288  :  EXopIce             , 单日浮动： 12.44
289  :  1756790931          , 单日浮动： 12.43
290  :  leaveDz             , 单日浮动： 12.36
291  :  J0ngleuR            , 单日浮动： 12.33
292  :  06140517            , 单日浮动： 12.11
293  :  starkvu             , 单日浮动： 12.09
294  :  Fsociety_K          , 单日浮动： 12.00
295  :  XYxuyiyang          , 单日浮动： 11.98
296  :  Minimarszpw         , 单日浮动： 11.94
297  :  Hakuflo             , 单日浮动： 11.93
298  :  Sanao20             , 单日浮动： 11.88
299  :  PPCHLL              , 单日浮动： 11.85
300  :  SJFNB               , 单日浮动： 11.84
301  :  Nancy9928           , 单日浮动： 11.84
302  :  6767666888          , 单日浮动： 11.79
303  :  zhengweijie15       , 单日浮动： 11.76
304  :  Mr-ZZ01             , 单日浮动： 11.73
305  :  yuerbuybuy          , 单日浮动： 11.72
306  :  GLBB666123          , 单日浮动： 11.69
307  :  chAngE_Luc          , 单日浮动： 11.59
308  :  782004xu            , 单日浮动： 11.58
309  :  Airamc666           , 单日浮动： 11.58
310  :  BilBil-Sandybaby    , 单日浮动： 11.49
311  :  GangGeLaiLi         , 单日浮动： 11.47
312  :  XIAOJUANMAO111      , 单日浮动： 11.46
313  :  abc1818633975       , 单日浮动： 11.43
314  :  HeJinMine           , 单日浮动： 11.42
315  :  MissAiQwQ           , 单日浮动： 11.37
316  :  PYZPYZPYZPYZ        , 单日浮动： 11.32
317  :  uecowgurlnaa        , 单日浮动： 11.27
318  :  LovinMajiko         , 单日浮动： 11.26
319  :  18978asfS           , 单日浮动： 11.23
320  :  xxk54321            , 单日浮动： 11.15
321  :  genshuoshuo         , 单日浮动： 11.10
322  :  ZKTznb              , 单日浮动： 11.07
323  :  timcooker666        , 单日浮动： 11.05
324  :  Ghost6898           , 单日浮动： 11.02
325  :  nitonitonoto        , 单日浮动： 11.00
326  :  577021938           , 单日浮动： 10.86
327  :  jmx888888           , 单日浮动： 10.83
328  :  aqwert941215        , 单日浮动： 10.72
329  :  Q123145             , 单日浮动： 10.72
330  :  rendiyu666          , 单日浮动： 10.71
331  :  -Ao1Nukou-v-        , 单日浮动： 10.67
332  :  SmartCirno55        , 单日浮动： 10.67
333  :  HONBGUJ             , 单日浮动： 10.66
334  :  Fang096             , 单日浮动： 10.66
335  :  jixingwen           , 单日浮动： 10.64
336  :  Hadtolove           , 单日浮动： 10.64
337  :  TM_CALL_ME_OP       , 单日浮动： 10.62
338  :  Kaler8              , 单日浮动： 10.60
339  :  Qinganxi            , 单日浮动： 10.57
340  :  lwy1111             , 单日浮动： 10.56
341  :  CFYDSADSA           , 单日浮动： 10.49
342  :  dudugvhjgk          , 单日浮动： 10.45
343  :  aovbv               , 单日浮动： 10.41
344  :  Mr_jie35            , 单日浮动： 10.41
345  :  TICSkyice           , 单日浮动： 10.38
346  :  wowanyuanshen123    , 单日浮动： 10.37
347  :  Bakteria_Zacky      , 单日浮动： 10.32
348  :  Sheyu0909           , 单日浮动： 10.31
349  :  QUWEIQI             , 单日浮动： 10.27
350  :  lsq0625             , 单日浮动： 10.25
351  :  _zero_AyaNamI       , 单日浮动： 10.21
352  :  Dawn_TangLong       , 单日浮动： 10.20
353  :  JDArch1e            , 单日浮动： 10.19
354  :  MemoryCcY           , 单日浮动： 10.13
355  :  Gleam-tao           , 单日浮动： 10.12
356  :  a2kh13qnb4je        , 单日浮动： 10.11
357  :  56566665858888      , 单日浮动： 10.08
358  :  133996              , 单日浮动： 10.07
359  :  He484936            , 单日浮动： 10.06
360  :  TheBaiLing          , 单日浮动： 10.05
361  :  Cristalios          , 单日浮动： 10.04
362  :  V9AwiceE            , 单日浮动： 10.01
363  :  zhong1bai           , 单日浮动：  9.99
364  :  kevinki711          , 单日浮动：  9.99
365  :  Yuanhenglee         , 单日浮动：  9.98
366  :  williamchang0981    , 单日浮动：  9.97
367  :  Rsh3                , 单日浮动：  9.96
368  :  XM_GG1              , 单日浮动：  9.96
369  :  Jyf200912           , 单日浮动：  9.95
370  :  Archive_Momoi       , 单日浮动：  9.95
371  :  zheng625            , 单日浮动：  9.93
372  :  xxjlovecyy          , 单日浮动：  9.92
373  :  4645271             , 单日浮动：  9.90
374  :  HaoEnder            , 单日浮动：  9.88
375  :  gjsh0608            , 单日浮动：  9.79
376  :  lt2920              , 单日浮动：  9.73
377  :  xdycyf              , 单日浮动：  9.73
378  :  xrh306              , 单日浮动：  9.68
379  :  2541558             , 单日浮动：  9.59
380  :  yuban0216           , 单日浮动：  9.53
381  :  LightningSickle     , 单日浮动：  9.51
382  :  0YANGDONG0          , 单日浮动：  9.50
383  :  lvxianling          , 单日浮动：  9.49
384  :  hwxq                , 单日浮动：  9.48
385  :  tunasasimi55        , 单日浮动：  9.48
386  :  Vizir_Planet        , 单日浮动：  9.43
387  :  DTG686              , 单日浮动：  9.42
388  :  philippuhder88      , 单日浮动：  9.39
389  :  foremonsters        , 单日浮动：  9.37
390  :  takenokopizza       , 单日浮动：  9.37
391  :  wfz141              , 单日浮动：  9.34
392  :  Bxio99              , 单日浮动：  9.24
393  :  Tianoghoj           , 单日浮动：  9.20
394  :  oasisnirvana        , 单日浮动：  9.15
395  :  8WHHH11             , 单日浮动：  9.14
396  :  2059206898786       , 单日浮动：  9.12
397  :  AAShowMaker1        , 单日浮动：  9.11
398  :  d28035c6e58df65c    , 单日浮动：  9.11
399  :  goulei66694         , 单日浮动：  9.06
400  :  mikeywaya           , 单日浮动：  9.04
401  :  a0c3c8b1b45e002b    , 单日浮动：  8.99
402  :  ShuTiao1906         , 单日浮动：  8.98
403  :  tempest1k           , 单日浮动：  8.97
404  :  266dkddfj           , 单日浮动：  8.96
405  :  babuff              , 单日浮动：  8.94
406  :  _Akizuzi_Kanna      , 单日浮动：  8.92
407  :  terrybogard80       , 单日浮动：  8.88
408  :  SiegWardChy         , 单日浮动：  8.81
409  :  say1968toyo5592     , 单日浮动：  8.79
410  :  Sairung140290022    , 单日浮动：  8.79
411  :  zhou2333666         , 单日浮动：  8.74
412  :  Hi_I_am_Grim        , 单日浮动：  8.73
413  :  Sternenlicht_018    , 单日浮动：  8.72
414  :  libasen             , 单日浮动：  8.70
415  :  EXCJ1245            , 单日浮动：  8.69
416  :  B_boy397            , 单日浮动：  8.69
417  :  AKpiapiab           , 单日浮动：  8.67
418  :  UPR_krrge           , 单日浮动：  8.67
419  :  ANHZCG              , 单日浮动：  8.65
420  :  T_TOU_TOU_T         , 单日浮动：  8.59
421  :  mz0027              , 单日浮动：  8.55
422  :  ddtyfx              , 单日浮动：  8.54
423  :  ZLO1436             , 单日浮动：  8.47
424  :  sh3f2m407tv0        , 单日浮动：  8.47
425  :  IGGBGB              , 单日浮动：  8.47
426  :  srgrstghs           , 单日浮动：  8.43
427  :  sanqianjincheng     , 单日浮动：  8.43
428  :  Misfits-kk          , 单日浮动：  8.40
429  :  ALOOF-347           , 单日浮动：  8.37
430  :  djqushaming         , 单日浮动：  8.35
431  :  Lachore             , 单日浮动：  8.33
432  :  xingwei686          , 单日浮动：  8.27
433  :  yaozr2000v          , 单日浮动：  8.27
434  :  kshaa0551           , 单日浮动：  8.23
435  :  LIUZONGLAI          , 单日浮动：  8.16
436  :  tiefeiwu4           , 单日浮动：  8.15
437  :  SJKOLL              , 单日浮动：  8.10
438  :  skategsf            , 单日浮动：  8.05
439  :  Nawazzzzzzzz        , 单日浮动：  7.96
440  :  JiaTengHui_Honey    , 单日浮动：  7.95
441  :  doggf               , 单日浮动：  7.92
442  :  liulimotong         , 单日浮动：  7.92
443  :  sanjiuovo           , 单日浮动：  7.90
444  :  Xyon801             , 单日浮动：  7.89
445  :  SXXLYN              , 单日浮动：  7.87
446  :  BILBIL_Kuangsan     , 单日浮动：  7.85
447  :  xier-longjinhai     , 单日浮动：  7.84
448  :  BacPhoyHaLong       , 单日浮动：  7.83
449  :  ffddsv              , 单日浮动：  7.82
450  :  qs051122            , 单日浮动：  7.82
451  :  Nertakl             , 单日浮动：  7.81
452  :  Gerechtigkeit0      , 单日浮动：  7.80
453  :  Wing999             , 单日浮动：  7.79
454  :  JackyLoveasdzzz     , 单日浮动：  7.79
455  :  hochikisu0          , 单日浮动：  7.78
456  :  XiaoChenwo          , 单日浮动：  7.77
457  :  k0uk1-Jeffr1y       , 单日浮动：  7.76
458  :  wdwad955            , 单日浮动：  7.74
459  :  laxts5xdbeef        , 单日浮动：  7.72
460  :  67890s              , 单日浮动：  7.70
461  :  Laniakea_beta1      , 单日浮动：  7.69
462  :  jxkyyds             , 单日浮动：  7.69
463  :  1776350257          , 单日浮动：  7.67
464  :  HGFHJHBJH           , 单日浮动：  7.64
465  :  ZHHY114             , 单日浮动：  7.60
466  :  NAVMVAN             , 单日浮动：  7.59
467  :  Baaaarrr_code       , 单日浮动：  7.58
468  :  YangFanOS           , 单日浮动：  7.57
469  :  woshiyaotiehao      , 单日浮动：  7.56
470  :  kazeyaho            , 单日浮动：  7.55
471  :  kuailaifuwoawc      , 单日浮动：  7.54
472  :  w1784256            , 单日浮动：  7.52
473  :  stame159            , 单日浮动：  7.48
474  :  gegaegg             , 单日浮动：  7.47
475  :  SorimachiPoison     , 单日浮动：  7.41
476  :  AkiTa_Tkn           , 单日浮动：  7.41
477  :  LED_Smok            , 单日浮动：  7.39
478  :  shuiseyantou        , 单日浮动：  7.39
479  :  fufuhaa             , 单日浮动：  7.34
480  :  Levioxaa            , 单日浮动：  7.33
481  :  HAPPYtimeBO         , 单日浮动：  7.31
482  :  Rickmustardli       , 单日浮动：  7.31
483  :  ccc666cccc          , 单日浮动：  7.29
484  :  wujian48711         , 单日浮动：  7.28
485  :  Funkyourdad         , 单日浮动：  7.26
486  :  erttrretwe          , 单日浮动：  7.24
487  :  H6tutu6             , 单日浮动：  7.24
488  :  Chinassxz           , 单日浮动：  7.22
489  :  bingbing9243        , 单日浮动：  7.19
490  :  adam1279227703      , 单日浮动：  7.19
491  :  paosnbdb            , 单日浮动：  7.14
492  :  mx978755            , 单日浮动：  7.14
493  :  shimingqwe          , 单日浮动：  7.14
494  :  nhdph               , 单日浮动：  7.11
495  :  spiritandsoul       , 单日浮动：  7.10
496  :  wzdsflzgjswt        , 单日浮动：  7.10
497  :  Sjjoker123          , 单日浮动：  7.09
498  :  isyouornot          , 单日浮动：  7.07
499  :  A202004             , 单日浮动：  7.04
500  :  Yogdisciple         , 单日浮动：  7.01
501  :  poilan84            , 单日浮动：  6.96
502  :  liu107              , 单日浮动：  6.94
503  :  Qiaoooo666          , 单日浮动：  6.94
504  :  Moki-hua            , 单日浮动：  6.89
505  :  Amo0w0____          , 单日浮动：  6.88
506  :  EN-ADMIRE           , 单日浮动：  6.86
507  :  Rango_Kk            , 单日浮动：  6.85
508  :  lxlwy00             , 单日浮动：  6.83
509  :  sumnusjack          , 单日浮动：  6.81
510  :  geyeluren           , 单日浮动：  6.79
511  :  asdfgfhg            , 单日浮动：  6.77
512  :  lovewanluyin        , 单日浮动：  6.75
513  :  FeimaoNANA          , 单日浮动：  6.75
514  :  rtxqwe              , 单日浮动：  6.72
515  :  DTMaxMusic          , 单日浮动：  6.71
516  :  jiutianwuyang       , 单日浮动：  6.71
517  :  WO_TM_CALL_NICO     , 单日浮动：  6.70
518  :  redmiin             , 单日浮动：  6.69
519  :  LOVEMZZ020315       , 单日浮动：  6.65
520  :  EHDRBRLA9511        , 单日浮动：  6.64
521  :  AlvinLiu-wb         , 单日浮动：  6.62
522  :  Dirbird             , 单日浮动：  6.59
523  :  DNEarl              , 单日浮动：  6.58
524  :  luojiayonyuan       , 单日浮动：  6.57
525  :  Qinmj               , 单日浮动：  6.57
526  :  HyeonE12            , 单日浮动：  6.56
527  :  xiaobeye            , 单日浮动：  6.54
528  :  windoilrefinwOw     , 单日浮动：  6.53
529  :  5445912             , 单日浮动：  6.53
530  :  lerxix              , 单日浮动：  6.53
531  :  TOXmi               , 单日浮动：  6.52
532  :  woshiikunwudi       , 单日浮动：  6.48
533  :  wazv1321            , 单日浮动：  6.45
534  :  JANMOUE             , 单日浮动：  6.43
535  :  YR-O3Osm            , 单日浮动：  6.41
536  :  kknjbhnkjio         , 单日浮动：  6.41
537  :  M188888             , 单日浮动：  6.39
538  :  kjewfd123           , 单日浮动：  6.38
539  :  giao611             , 单日浮动：  6.37
540  :  Zzxp666             , 单日浮动：  6.35
541  :  songjinfeng         , 单日浮动：  6.34
542  :  tian66223           , 单日浮动：  6.33
543  :  aaar111700          , 单日浮动：  6.33
544  :  xdlmmm              , 单日浮动：  6.33
545  :  bulefalcon777       , 单日浮动：  6.33
546  :  jorgetravel         , 单日浮动：  6.32
547  :  -SAGA-MrDeng        , 单日浮动：  6.31
548  :  661343523553        , 单日浮动：  6.28
549  :  eyubs               , 单日浮动：  6.26
550  :  MOYANQYG            , 单日浮动：  6.26
551  :  yuansu3ovo          , 单日浮动：  6.24
552  :  CaaryVan            , 单日浮动：  6.23
553  :  EeaiyERTGD          , 单日浮动：  6.23
554  :  Contentious-baby    , 单日浮动：  6.20
555  :  Lafkev              , 单日浮动：  6.16
556  :  Pasiverl            , 单日浮动：  6.12
557  :  Any-MYse            , 单日浮动：  6.09
558  :  NANNN20             , 单日浮动：  6.05
559  :  jingluo_711         , 单日浮动：  6.05
560  :  zhanhaoyyds         , 单日浮动：  6.04
561  :  lanjuizi02          , 单日浮动：  6.01
562  :  qw83692583          , 单日浮动：  5.99
563  :  opdalllll           , 单日浮动：  5.99
564  :  asdgdfsgasfdv       , 单日浮动：  5.99
565  :  verstappenPTW       , 单日浮动：  5.98
566  :  xiangwas1           , 单日浮动：  5.98
567  :  wyis1               , 单日浮动：  5.94
